x,y,angle,flow_rate,servo_angle,distance
25,26,36,4.46,37,1.43
26,26,37,4.46,36,1.41
27,26,37,4.46,36,1.39
28,26,38,4.46,35,1.37
29,26,38,4.46,35,1.35
30,26,39,4.46,34,1.33
31,26,40,4.46,34,1.31
32,26,41,4.46,33,1.29
33,26,41,4.46,33,1.27
34,26,42,4.46,32,1.26
35,26,43,4.46,32,1.24
36,26,44,4.46,31,1.22
37,26,45,4.46,31,1.2
38,26,45,4.46,30,1.18
39,26,46,4.46,30,1.17
40,26,47,4.46,29,1.15
41,26,48,4.46,29,1.13
42,26,49,4.46,29,1.12
43,26,50,4.46,28,1.1
44,26,51,4.46,28,1.09
45,26,52,4.46,27,1.07
46,26,53,4.46,27,1.06
47,26,54,4.46,27,1.04
48,26,55,4.46,26,1.03
49,26,57,4.46,26,1.01
50,26,58,4.46,26,1
51,26,59,4.46,25,0.99
52,26,60,4.46,25,0.97
53,26,62,4.46,24,0.96
54,26,63,4.46,24,0.95
55,26,64,4.46,24,0.94
56,26,66,4.46,24,0.93
57,26,67,4.46,23,0.92
58,26,69,4.46,23,0.91
59,26,70,4.46,23,0.9
60,26,72,4.46,23,0.89
61,26,73,4.46,23,0.89
62,26,75,4.46,22,0.88
63,26,76,4.46,22,0.87
64,26,78,4.46,22,0.87
65,26,79,4.46,22,0.86
66,26,81,4.46,22,0.86
67,26,83,4.46,22,0.86
68,26,84,4.46,22,0.85
69,26,86,4.46,22,0.85
70,26,88,4.46,22,0.85
71,26,90,4.46,22,0.85
72,26,91,4.46,22,0.85
73,26,93,4.46,22,0.85
74,26,95,4.46,22,0.85
75,26,96,4.46,22,0.86
76,26,98,4.46,22,0.86
77,26,100,4.46,22,0.86
78,26,101,4.46,22,0.87
79,26,103,4.46,22,0.87
80,26,104,4.46,22,0.88
81,26,106,4.46,23,0.89
82,26,107,4.46,23,0.89
83,26,109,4.46,23,0.9
84,26,110,4.46,23,0.91
85,26,112,4.46,23,0.92
86,26,113,4.46,24,0.93
87,26,115,4.46,24,0.94
88,26,116,4.46,24,0.95
89,26,117,4.46,24,0.96
90,26,119,4.46,25,0.97
91,26,120,4.46,25,0.99
92,26,121,4.46,26,1
93,26,122,4.46,26,1.01
94,26,124,4.46,26,1.03
95,26,125,4.46,27,1.04
96,26,126,4.46,27,1.06
97,26,127,4.46,27,1.07
98,26,128,4.46,28,1.09
99,26,129,4.46,28,1.1
100,26,130,4.46,29,1.12
101,26,131,4.46,29,1.13
102,26,132,4.46,29,1.15
103,26,133,4.46,30,1.17
104,26,134,4.46,30,1.18
105,26,135,4.46,31,1.2
106,26,135,4.46,31,1.22
107,26,136,4.46,32,1.24
108,26,137,4.46,32,1.26
109,26,138,4.46,33,1.27
110,26,138,4.46,33,1.29
111,26,139,4.46,34,1.31
112,26,140,4.46,34,1.33
113,26,141,4.46,35,1.35
114,26,141,4.46,35,1.37
115,26,142,4.46,36,1.39
116,26,142,4.46,36,1.41
117,26,143,4.46,37,1.43
118,26,144,4.46,37,1.45
119,26,144,4.46,38,1.47
120,26,145,4.46,38,1.49
121,26,145,4.46,39,1.51
122,26,146,4.46,39,1.53
123,26,146,4.46,40,1.55
124,26,147,4.46,40,1.57
125,26,147,4.46,41,1.6
126,26,148,4.46,42,1.62
127,26,148,4.46,42,1.64
128,26,149,4.46,43,1.66
129,26,149,4.46,43,1.68
130,26,150,4.46,44,1.7
131,26,150,4.46,44,1.72
132,26,150,4.46,45,1.75
133,26,151,4.46,46,1.77
134,26,151,4.46,46,1.79
135,26,152,4.46,47,1.81
136,26,152,4.46,47,1.83
137,26,152,4.46,48,1.86
138,26,153,4.46,48,1.88
3,27,25,4.46,49,1.89
4,27,26,4.46,48,1.87
5,27,26,4.46,47,1.84
6,27,26,4.46,47,1.82
7,27,27,4.46,46,1.8
8,27,27,4.46,46,1.78
9,27,28,4.46,45,1.76
10,27,28,4.46,44,1.73
11,27,28,4.46,44,1.71
12,27,29,4.46,43,1.69
13,27,29,4.46,43,1.67
14,27,30,4.46,42,1.65
15,27,30,4.46,42,1.62
16,27,30,4.46,41,1.6
17,27,31,4.46,41,1.58
18,27,31,4.46,40,1.56
19,27,32,4.46,40,1.54
20,27,32,4.46,39,1.52
21,27,33,4.46,39,1.5
22,27,33,4.46,38,1.48
23,27,34,4.46,37,1.46
24,27,35,4.46,37,1.44
25,27,35,4.46,36,1.42
26,27,36,4.46,36,1.4
27,27,36,4.46,35,1.38
28,27,37,4.46,35,1.36
29,27,38,4.46,34,1.34
30,27,38,4.46,34,1.32
31,27,39,4.46,33,1.3
32,27,40,4.46,33,1.28
33,27,40,4.46,32,1.26
34,27,41,4.46,32,1.24
35,27,42,4.46,31,1.22
36,27,43,4.46,31,1.2
37,27,44,4.46,30,1.18
38,27,45,4.46,30,1.17
39,27,45,4.46,29,1.15
40,27,46,4.46,29,1.13
41,27,47,4.46,28,1.11
42,27,48,4.46,28,1.1
43,27,49,4.46,28,1.08
44,27,50,4.46,27,1.07
45,27,51,4.46,27,1.05
46,27,52,4.46,27,1.04
47,27,53,4.46,26,1.02
48,27,55,4.46,26,1.01
49,27,56,4.46,25,0.99
50,27,57,4.46,25,0.98
51,27,58,4.46,24,0.96
52,27,60,4.46,24,0.95
53,27,61,4.46,24,0.94
54,27,62,4.46,24,0.93
55,27,64,4.46,23,0.92
56,27,65,4.46,23,0.91
57,27,67,4.46,23,0.9
58,27,68,4.46,23,0.89
59,27,70,4.46,22,0.88
60,27,71,4.46,22,0.87
61,27,73,4.46,22,0.86
62,27,74,4.46,22,0.86
63,27,76,4.46,22,0.85
64,27,78,4.46,21,0.84
65,27,79,4.46,21,0.84
66,27,81,4.46,21,0.83
67,27,83,4.46,21,0.83
68,27,84,4.46,21,0.83
69,27,86,4.46,21,0.83
70,27,88,4.46,21,0.83
71,27,90,4.46,21,0.82
72,27,91,4.46,21,0.83
73,27,93,4.46,21,0.83
74,27,95,4.46,21,0.83
75,27,96,4.46,21,0.83
76,27,98,4.46,21,0.83
77,27,100,4.46,21,0.84
78,27,101,4.46,21,0.84
79,27,103,4.46,22,0.85
80,27,105,4.46,22,0.86
81,27,106,4.46,22,0.86
82,27,108,4.46,22,0.87
83,27,109,4.46,22,0.88
84,27,111,4.46,23,0.89
85,27,112,4.46,23,0.9
86,27,114,4.46,23,0.91
87,27,115,4.46,23,0.92
88,27,117,4.46,24,0.93
89,27,118,4.46,24,0.94
90,27,119,4.46,24,0.95
91,27,121,4.46,24,0.96
92,27,122,4.46,25,0.98
93,27,123,4.46,25,0.99
94,27,124,4.46,26,1.01
95,27,126,4.46,26,1.02
96,27,127,4.46,27,1.04
97,27,128,4.46,27,1.05
98,27,129,4.46,27,1.07
99,27,130,4.46,28,1.08
100,27,131,4.46,28,1.1
101,27,132,4.46,28,1.11
102,27,133,4.46,29,1.13
103,27,134,4.46,29,1.15
104,27,135,4.46,30,1.17
105,27,135,4.46,30,1.18
106,27,136,4.46,31,1.2
107,27,137,4.46,31,1.22
108,27,138,4.46,32,1.24
109,27,139,4.46,32,1.26
110,27,139,4.46,33,1.28
111,27,140,4.46,33,1.3
112,27,141,4.46,34,1.32
113,27,141,4.46,34,1.34
114,27,142,4.46,35,1.36
115,27,143,4.46,35,1.38
116,27,143,4.46,36,1.4
117,27,144,4.46,36,1.42
118,27,144,4.46,37,1.44
119,27,145,4.46,37,1.46
120,27,146,4.46,38,1.48
121,27,146,4.46,39,1.5
122,27,147,4.46,39,1.52
123,27,147,4.46,40,1.54
124,27,148,4.46,40,1.56
125,27,148,4.46,41,1.58
126,27,149,4.46,41,1.6
127,27,149,4.46,42,1.62
128,27,149,4.46,42,1.65
129,27,150,4.46,43,1.67
130,27,150,4.46,43,1.69
131,27,151,4.46,44,1.71
132,27,151,4.46,44,1.73
133,27,151,4.46,45,1.76
134,27,152,4.46,46,1.78
135,27,152,4.46,46,1.8
136,27,153,4.46,47,1.82
137,27,153,4.46,47,1.84
138,27,153,4.46,48,1.87
139,27,154,4.46,49,1.89
3,28,25,4.46,48,1.88
4,28,25,4.46,48,1.86
5,28,25,4.46,47,1.83
6,28,26,4.46,47,1.81
7,28,26,4.46,46,1.79
8,28,26,4.46,46,1.77
9,28,27,4.46,45,1.74
10,28,27,4.46,44,1.72
11,28,28,4.46,44,1.7
12,28,28,4.46,43,1.68
13,28,28,4.46,43,1.66
14,28,29,4.46,42,1.63
15,28,29,4.46,41,1.61
16,28,30,4.46,41,1.59
17,28,30,4.46,40,1.57
18,28,31,4.46,40,1.55
19,28,31,4.46,39,1.53
20,28,32,4.46,39,1.51
21,28,32,4.46,38,1.48
22,28,33,4.46,37,1.46
23,28,33,4.46,37,1.44
24,28,34,4.46,36,1.42
25,28,34,4.46,36,1.4
26,28,35,4.46,35,1.38
27,28,36,4.46,35,1.36
28,28,36,4.46,34,1.34
29,28,37,4.46,34,1.32
30,28,37,4.46,33,1.3
31,28,38,4.46,33,1.28
32,28,39,4.46,32,1.26
33,28,40,4.46,32,1.24
34,28,40,4.46,31,1.22
35,28,41,4.46,31,1.2
36,28,42,4.46,30,1.19
37,28,43,4.46,30,1.17
38,28,44,4.46,29,1.15
39,28,45,4.46,29,1.13
40,28,45,4.46,28,1.11
41,28,46,4.46,28,1.1
42,28,47,4.46,28,1.08
43,28,48,4.46,27,1.06
44,28,49,4.46,27,1.05
45,28,50,4.46,26,1.03
46,28,52,4.46,26,1.02
47,28,53,4.46,26,1
48,28,54,4.46,25,0.99
49,28,55,4.46,25,0.97
50,28,56,4.46,24,0.96
51,28,57,4.46,24,0.94
52,28,59,4.46,24,0.93
53,28,60,4.46,23,0.92
54,28,62,4.46,23,0.91
55,28,63,4.46,23,0.89
56,28,64,4.46,22,0.88
57,28,66,4.46,22,0.87
58,28,67,4.46,22,0.86
59,28,69,4.46,22,0.85
60,28,71,4.46,22,0.85
61,28,72,4.46,21,0.84
62,28,74,4.46,21,0.83
63,28,75,4.46,21,0.82
64,28,77,4.46,21,0.82
65,28,79,4.46,21,0.81
66,28,81,4.46,21,0.81
67,28,82,4.46,21,0.81
68,28,84,4.46,20,0.8
69,28,86,4.46,20,0.8
70,28,88,4.46,20,0.8
71,28,90,4.46,20,0.8
72,28,91,4.46,20,0.8
73,28,93,4.46,20,0.8
74,28,95,4.46,20,0.8
75,28,97,4.46,21,0.81
76,28,98,4.46,21,0.81
77,28,100,4.46,21,0.81
78,28,102,4.46,21,0.82
79,28,104,4.46,21,0.82
80,28,105,4.46,21,0.83
81,28,107,4.46,21,0.84
82,28,108,4.46,22,0.85
83,28,110,4.46,22,0.85
84,28,112,4.46,22,0.86
85,28,113,4.46,22,0.87
86,28,115,4.46,22,0.88
87,28,116,4.46,23,0.89
88,28,117,4.46,23,0.91
89,28,119,4.46,23,0.92
90,28,120,4.46,24,0.93
91,28,122,4.46,24,0.94
92,28,123,4.46,24,0.96
93,28,124,4.46,25,0.97
94,28,125,4.46,25,0.99
95,28,126,4.46,26,1
96,28,127,4.46,26,1.02
97,28,129,4.46,26,1.03
98,28,130,4.46,27,1.05
99,28,131,4.46,27,1.06
100,28,132,4.46,28,1.08
101,28,133,4.46,28,1.1
102,28,134,4.46,28,1.11
103,28,135,4.46,29,1.13
104,28,135,4.46,29,1.15
105,28,136,4.46,30,1.17
106,28,137,4.46,30,1.19
107,28,138,4.46,31,1.2
108,28,139,4.46,31,1.22
109,28,139,4.46,32,1.24
110,28,140,4.46,32,1.26
111,28,141,4.46,33,1.28
112,28,142,4.46,33,1.3
113,28,142,4.46,34,1.32
114,28,143,4.46,34,1.34
115,28,143,4.46,35,1.36
116,28,144,4.46,35,1.38
117,28,145,4.46,36,1.4
118,28,145,4.46,36,1.42
119,28,146,4.46,37,1.44
120,28,146,4.46,37,1.46
121,28,147,4.46,38,1.48
122,28,147,4.46,39,1.51
123,28,148,4.46,39,1.53
124,28,148,4.46,40,1.55
125,28,149,4.46,40,1.57
126,28,149,4.46,41,1.59
127,28,150,4.46,41,1.61
128,28,150,4.46,42,1.63
129,28,151,4.46,43,1.66
130,28,151,4.46,43,1.68
131,28,151,4.46,44,1.7
132,28,152,4.46,44,1.72
133,28,152,4.46,45,1.74
134,28,153,4.46,46,1.77
135,28,153,4.46,46,1.79
136,28,153,4.46,47,1.81
137,28,154,4.46,47,1.83
138,28,154,4.46,48,1.86
139,28,154,4.46,48,1.88
2,29,24,4.46,49,1.89
3,29,24,4.46,48,1.87
4,29,24,4.46,48,1.85
5,29,25,4.46,47,1.82
6,29,25,4.46,46,1.8
7,29,25,4.46,46,1.78
8,29,26,4.46,45,1.76
9,29,26,4.46,44,1.73
10,29,26,4.46,44,1.71
11,29,27,4.46,43,1.69
12,29,27,4.46,43,1.67
13,29,28,4.46,42,1.64
14,29,28,4.46,42,1.62
15,29,28,4.46,41,1.6
16,29,29,4.46,41,1.58
17,29,29,4.46,40,1.56
18,29,30,4.46,40,1.54
19,29,30,4.46,39,1.51
20,29,31,4.46,38,1.49
21,29,31,4.46,38,1.47
22,29,32,4.46,37,1.45
23,29,32,4.46,37,1.43
24,29,33,4.46,36,1.41
25,29,33,4.46,36,1.39
26,29,34,4.46,35,1.37
27,29,35,4.46,35,1.35
28,29,35,4.46,34,1.33
29,29,36,4.46,34,1.31
30,29,37,4.46,33,1.29
31,29,37,4.46,33,1.27
32,29,38,4.46,32,1.25
33,29,39,4.46,31,1.23
34,29,39,4.46,31,1.21
35,29,40,4.46,30,1.19
36,29,41,4.46,30,1.17
37,29,42,4.46,29,1.15
38,29,43,4.46,29,1.13
39,29,44,4.46,28,1.11
40,29,45,4.46,28,1.1
41,29,45,4.46,28,1.08
42,29,46,4.46,27,1.06
43,29,47,4.46,27,1.04
44,29,48,4.46,26,1.03
45,29,50,4.46,26,1.01
46,29,51,4.46,26,1
47,29,52,4.46,25,0.98
48,29,53,4.46,25,0.97
49,29,54,4.46,24,0.95
50,29,55,4.46,24,0.94
51,29,57,4.46,23,0.92
52,29,58,4.46,23,0.91
53,29,59,4.46,23,0.9
54,29,61,4.46,22,0.88
55,29,62,4.46,22,0.87
56,29,64,4.46,22,0.86
57,29,65,4.46,22,0.85
58,29,67,4.46,21,0.84
59,29,68,4.46,21,0.83
60,29,70,4.46,21,0.82
61,29,72,4.46,21,0.81
62,29,73,4.46,21,0.81
63,29,75,4.46,20,0.8
64,29,77,4.46,20,0.79
65,29,79,4.46,20,0.79
66,29,80,4.46,20,0.79
67,29,82,4.46,20,0.78
68,29,84,4.46,20,0.78
69,29,86,4.46,20,0.78
70,29,88,4.46,20,0.78
71,29,90,4.46,20,0.78
72,29,91,4.46,20,0.78
73,29,93,4.46,20,0.78
74,29,95,4.46,20,0.78
75,29,97,4.46,20,0.78
76,29,99,4.46,20,0.79
77,29,100,4.46,20,0.79
78,29,102,4.46,20,0.79
79,29,104,4.46,20,0.8
80,29,106,4.46,21,0.81
81,29,107,4.46,21,0.81
82,29,109,4.46,21,0.82
83,29,111,4.46,21,0.83
84,29,112,4.46,21,0.84
85,29,114,4.46,22,0.85
86,29,115,4.46,22,0.86
87,29,117,4.46,22,0.87
88,29,118,4.46,22,0.88
89,29,120,4.46,23,0.9
90,29,121,4.46,23,0.91
91,29,122,4.46,23,0.92
92,29,124,4.46,24,0.94
93,29,125,4.46,24,0.95
94,29,126,4.46,25,0.97
95,29,127,4.46,25,0.98
96,29,128,4.46,26,1
97,29,129,4.46,26,1.01
98,29,131,4.46,26,1.03
99,29,132,4.46,27,1.04
100,29,133,4.46,27,1.06
101,29,134,4.46,28,1.08
102,29,135,4.46,28,1.1
103,29,135,4.46,28,1.11
104,29,136,4.46,29,1.13
105,29,137,4.46,29,1.15
106,29,138,4.46,30,1.17
107,29,139,4.46,30,1.19
108,29,140,4.46,31,1.21
109,29,140,4.46,31,1.23
110,29,141,4.46,32,1.25
111,29,142,4.46,33,1.27
112,29,142,4.46,33,1.29
113,29,143,4.46,34,1.31
114,29,144,4.46,34,1.33
115,29,144,4.46,35,1.35
116,29,145,4.46,35,1.37
117,29,146,4.46,36,1.39
118,29,146,4.46,36,1.41
119,29,147,4.46,37,1.43
120,29,147,4.46,37,1.45
121,29,148,4.46,38,1.47
122,29,148,4.46,38,1.49
123,29,149,4.46,39,1.51
124,29,149,4.46,40,1.54
125,29,150,4.46,40,1.56
126,29,150,4.46,41,1.58
127,29,151,4.46,41,1.6
128,29,151,4.46,42,1.62
129,29,151,4.46,42,1.64
130,29,152,4.46,43,1.67
131,29,152,4.46,43,1.69
132,29,153,4.46,44,1.71
133,29,153,4.46,44,1.73
134,29,153,4.46,45,1.76
135,29,154,4.46,46,1.78
136,29,154,4.46,46,1.8
137,29,154,4.46,47,1.82
138,29,155,4.46,48,1.85
139,29,155,4.46,48,1.87
140,29,155,4.46,49,1.89
2,30,23,4.46,48,1.88
3,30,23,4.46,48,1.86
4,30,24,4.46,47,1.84
5,30,24,4.46,47,1.81
6,30,24,4.46,46,1.79
7,30,25,4.46,46,1.77
8,30,25,4.46,45,1.74
9,30,25,4.46,44,1.72
10,30,26,4.46,44,1.7
11,30,26,4.46,43,1.68
12,30,26,4.46,42,1.65
13,30,27,4.46,42,1.63
14,30,27,4.46,41,1.61
15,30,28,4.46,41,1.59
16,30,28,4.46,40,1.57
17,30,29,4.46,40,1.54
18,30,29,4.46,39,1.52
19,30,29,4.46,39,1.5
20,30,30,4.46,38,1.48
21,30,30,4.46,37,1.46
22,30,31,4.46,37,1.44
23,30,32,4.46,36,1.42
24,30,32,4.46,36,1.39
25,30,33,4.46,35,1.37
26,30,33,4.46,35,1.35
27,30,34,4.46,34,1.33
28,30,34,4.46,34,1.31
29,30,35,4.46,33,1.29
30,30,36,4.46,33,1.27
31,30,36,4.46,32,1.25
32,30,37,4.46,31,1.23
33,30,38,4.46,31,1.21
34,30,39,4.46,30,1.19
35,30,39,4.46,30,1.17
36,30,40,4.46,29,1.15
37,30,41,4.46,29,1.13
38,30,42,4.46,28,1.11
39,30,43,4.46,28,1.1
40,30,44,4.46,28,1.08
41,30,45,4.46,27,1.06
42,30,45,4.46,27,1.04
43,30,46,4.46,26,1.03
44,30,48,4.46,26,1.01
45,30,49,4.46,25,0.99
46,30,50,4.46,25,0.98
47,30,51,4.46,24,0.96
48,30,52,4.46,24,0.95
49,30,53,4.46,24,0.93
50,30,55,4.46,23,0.92
51,30,56,4.46,23,0.9
52,30,57,4.46,23,0.89
53,30,59,4.46,22,0.87
54,30,60,4.46,22,0.86
55,30,61,4.46,22,0.85
56,30,63,4.46,21,0.84
57,30,64,4.46,21,0.83
58,30,66,4.46,21,0.82
59,30,68,4.46,21,0.81
60,30,69,4.46,20,0.8
61,30,71,4.46,20,0.79
62,30,73,4.46,20,0.78
63,30,75,4.46,20,0.78
64,30,76,4.46,20,0.77
65,30,78,4.46,19,0.76
66,30,80,4.46,19,0.76
67,30,82,4.46,19,0.76
68,30,84,4.46,19,0.75
69,30,86,4.46,19,0.75
70,30,88,4.46,19,0.75
71,30,90,4.46,19,0.75
72,30,91,4.46,19,0.75
73,30,93,4.46,19,0.75
74,30,95,4.46,19,0.75
75,30,97,4.46,19,0.76
76,30,99,4.46,19,0.76
77,30,101,4.46,19,0.76
78,30,103,4.46,20,0.77
79,30,104,4.46,20,0.78
80,30,106,4.46,20,0.78
81,30,108,4.46,20,0.79
82,30,110,4.46,20,0.8
83,30,111,4.46,21,0.81
84,30,113,4.46,21,0.82
85,30,115,4.46,21,0.83
86,30,116,4.46,21,0.84
87,30,118,4.46,22,0.85
88,30,119,4.46,22,0.86
89,30,120,4.46,22,0.87
90,30,122,4.46,23,0.89
91,30,123,4.46,23,0.9
92,30,124,4.46,23,0.92
93,30,126,4.46,24,0.93
94,30,127,4.46,24,0.95
95,30,128,4.46,24,0.96
96,30,129,4.46,25,0.98
97,30,130,4.46,25,0.99
98,30,131,4.46,26,1.01
99,30,133,4.46,26,1.03
100,30,134,4.46,27,1.04
101,30,135,4.46,27,1.06
102,30,135,4.46,28,1.08
103,30,136,4.46,28,1.1
104,30,137,4.46,28,1.11
105,30,138,4.46,29,1.13
106,30,139,4.46,29,1.15
107,30,140,4.46,30,1.17
108,30,140,4.46,30,1.19
109,30,141,4.46,31,1.21
110,30,142,4.46,31,1.23
111,30,143,4.46,32,1.25
112,30,143,4.46,33,1.27
113,30,144,4.46,33,1.29
114,30,145,4.46,34,1.31
115,30,145,4.46,34,1.33
116,30,146,4.46,35,1.35
117,30,146,4.46,35,1.37
118,30,147,4.46,36,1.39
119,30,147,4.46,36,1.42
120,30,148,4.46,37,1.44
121,30,149,4.46,37,1.46
122,30,149,4.46,38,1.48
123,30,150,4.46,39,1.5
124,30,150,4.46,39,1.52
125,30,150,4.46,40,1.54
126,30,151,4.46,40,1.57
127,30,151,4.46,41,1.59
128,30,152,4.46,41,1.61
129,30,152,4.46,42,1.63
130,30,153,4.46,42,1.65
131,30,153,4.46,43,1.68
132,30,153,4.46,44,1.7
133,30,154,4.46,44,1.72
134,30,154,4.46,45,1.74
135,30,154,4.46,46,1.77
136,30,155,4.46,46,1.79
137,30,155,4.46,47,1.81
138,30,155,4.46,47,1.84
139,30,156,4.46,48,1.86
140,30,156,4.46,48,1.88
1,31,22,4.46,49,1.89
2,31,22,4.46,48,1.87
3,31,23,4.46,48,1.85
4,31,23,4.46,47,1.83
5,31,23,4.46,46,1.8
6,31,24,4.46,46,1.78
7,31,24,4.46,45,1.76
8,31,24,4.46,44,1.73
9,31,25,4.46,44,1.71
10,31,25,4.46,43,1.69
11,31,25,4.46,43,1.67
12,31,26,4.46,42,1.64
13,31,26,4.46,42,1.62
14,31,26,4.46,41,1.6
15,31,27,4.46,41,1.58
16,31,27,4.46,40,1.55
17,31,28,4.46,39,1.53
18,31,28,4.46,39,1.51
19,31,29,4.46,38,1.49
20,31,29,4.46,38,1.47
21,31,30,4.46,37,1.45
22,31,30,4.46,36,1.42
23,31,31,4.46,36,1.4
24,31,31,4.46,35,1.38
25,31,32,4.46,35,1.36
26,31,32,4.46,34,1.34
27,31,33,4.46,34,1.32
28,31,33,4.46,33,1.3
29,31,34,4.46,33,1.28
30,31,35,4.46,32,1.26
31,31,35,4.46,32,1.24
32,31,36,4.46,31,1.22
33,31,37,4.46,31,1.2
34,31,38,4.46,30,1.18
35,31,38,4.46,30,1.16
36,31,39,4.46,29,1.14
37,31,40,4.46,29,1.12
38,31,41,4.46,28,1.1
39,31,42,4.46,28,1.08
40,31,43,4.46,27,1.06
41,31,44,4.46,27,1.04
42,31,45,4.46,26,1.03
43,31,46,4.46,26,1.01
44,31,47,4.46,25,0.99
45,31,48,4.46,25,0.97
46,31,49,4.46,24,0.96
47,31,50,4.46,24,0.94
48,31,51,4.46,24,0.93
49,31,52,4.46,23,0.91
50,31,54,4.46,23,0.9
51,31,55,4.46,22,0.88
52,31,56,4.46,22,0.87
53,31,58,4.46,22,0.85
54,31,59,4.46,21,0.84
55,31,61,4.46,21,0.83
56,31,62,4.46,21,0.82
57,31,64,4.46,21,0.81
58,31,65,4.46,20,0.79
59,31,67,4.46,20,0.78
60,31,69,4.46,20,0.78
61,31,70,4.46,20,0.77
62,31,72,4.46,19,0.76
63,31,74,4.46,19,0.75
64,31,76,4.46,19,0.75
65,31,78,4.46,19,0.74
66,31,80,4.46,19,0.74
67,31,82,4.46,18,0.73
68,31,84,4.46,18,0.73
69,31,86,4.46,18,0.73
70,31,88,4.46,18,0.73
71,31,90,4.46,18,0.72
72,31,91,4.46,18,0.73
73,31,93,4.46,18,0.73
74,31,95,4.46,18,0.73
75,31,97,4.46,18,0.73
76,31,99,4.46,19,0.74
77,31,101,4.46,19,0.74
78,31,103,4.46,19,0.75
79,31,105,4.46,19,0.75
80,31,107,4.46,19,0.76
81,31,109,4.46,20,0.77
82,31,110,4.46,20,0.78
83,31,112,4.46,20,0.78
84,31,114,4.46,20,0.79
85,31,115,4.46,21,0.81
86,31,117,4.46,21,0.82
87,31,118,4.46,21,0.83
88,31,120,4.46,21,0.84
89,31,121,4.46,22,0.85
90,31,123,4.46,22,0.87
91,31,124,4.46,22,0.88
92,31,125,4.46,23,0.9
93,31,127,4.46,23,0.91
94,31,128,4.46,24,0.93
95,31,129,4.46,24,0.94
96,31,130,4.46,24,0.96
97,31,131,4.46,25,0.97
98,31,132,4.46,25,0.99
99,31,133,4.46,26,1.01
100,31,135,4.46,26,1.03
101,31,135,4.46,27,1.04
102,31,136,4.46,27,1.06
103,31,137,4.46,28,1.08
104,31,138,4.46,28,1.1
105,31,139,4.46,29,1.12
106,31,140,4.46,29,1.14
107,31,141,4.46,30,1.16
108,31,141,4.46,30,1.18
109,31,142,4.46,31,1.2
110,31,143,4.46,31,1.22
111,31,144,4.46,32,1.24
112,31,144,4.46,32,1.26
113,31,145,4.46,33,1.28
114,31,146,4.46,33,1.3
115,31,146,4.46,34,1.32
116,31,147,4.46,34,1.34
117,31,147,4.46,35,1.36
118,31,148,4.46,35,1.38
119,31,148,4.46,36,1.4
120,31,149,4.46,36,1.42
121,31,149,4.46,37,1.45
122,31,150,4.46,38,1.47
123,31,150,4.46,38,1.49
124,31,151,4.46,39,1.51
125,31,151,4.46,39,1.53
126,31,152,4.46,40,1.55
127,31,152,4.46,41,1.58
128,31,153,4.46,41,1.6
129,31,153,4.46,42,1.62
130,31,153,4.46,42,1.64
131,31,154,4.46,43,1.67
132,31,154,4.46,43,1.69
133,31,154,4.46,44,1.71
134,31,155,4.46,44,1.73
135,31,155,4.46,45,1.76
136,31,155,4.46,46,1.78
137,31,156,4.46,46,1.8
138,31,156,4.46,47,1.83
139,31,156,4.46,48,1.85
140,31,157,4.46,48,1.87
141,31,157,4.46,49,1.89
1,32,21,4.46,48,1.88
2,32,22,4.46,48,1.86
3,32,22,4.46,47,1.84
4,32,22,4.46,47,1.82
5,32,22,4.46,46,1.79
6,32,23,4.46,46,1.77
7,32,23,4.46,45,1.75
8,32,23,4.46,44,1.72
9,32,24,4.46,44,1.7
10,32,24,4.46,43,1.68
11,32,25,4.46,43,1.66
12,32,25,4.46,42,1.63
13,32,25,4.46,41,1.61
14,32,26,4.46,41,1.59
15,32,26,4.46,40,1.57
16,32,26,4.46,40,1.54
17,32,27,4.46,39,1.52
18,32,27,4.46,39,1.5
19,32,28,4.46,38,1.48
20,32,28,4.46,37,1.45
21,32,29,4.46,37,1.43
22,32,29,4.46,36,1.41
23,32,30,4.46,36,1.39
24,32,30,4.46,35,1.37
25,32,31,4.46,35,1.35
26,32,31,4.46,34,1.32
27,32,32,4.46,33,1.3
28,32,33,4.46,33,1.28
29,32,33,4.46,32,1.26
30,32,34,4.46,32,1.24
31,32,34,4.46,31,1.22
32,32,35,4.46,31,1.2
33,32,36,4.46,30,1.18
34,32,37,4.46,30,1.16
35,32,37,4.46,29,1.14
36,32,38,4.46,29,1.12
37,32,39,4.46,28,1.1
38,32,40,4.46,28,1.08
39,32,41,4.46,27,1.06
40,32,42,4.46,27,1.04
41,32,43,4.46,26,1.03
42,32,43,4.46,26,1.01
43,32,45,4.46,25,0.99
44,32,46,4.46,25,0.97
45,32,47,4.46,24,0.96
46,32,48,4.46,24,0.94
47,32,49,4.46,23,0.92
48,32,50,4.46,23,0.91
49,32,51,4.46,23,0.89
50,32,53,4.46,22,0.88
51,32,54,4.46,22,0.86
52,32,55,4.46,22,0.85
53,32,57,4.46,21,0.83
54,32,58,4.46,21,0.82
55,32,60,4.46,21,0.81
56,32,61,4.46,20,0.79
57,32,63,4.46,20,0.78
58,32,65,4.46,20,0.77
59,32,66,4.46,19,0.76
60,32,68,4.46,19,0.75
61,32,70,4.46,19,0.74
62,32,72,4.46,19,0.74
63,32,74,4.46,18,0.73
64,32,75,4.46,18,0.72
65,32,77,4.46,18,0.72
66,32,79,4.46,18,0.71
67,32,81,4.46,18,0.71
